qid,method,success,rt_ms,coarse_visited,fine_steps,cue_a,cue_b,target_idx,pred_idx,dropout,rewire,steps,lr
10,graph_ppr,1,4.9359999829903245,0.0,0.0,1953,1633,1448,1448,0.5,0.0,40,0.08
10,topogps_cuepath,0,1.9934999872930348,1.0,0.0,1953,1633,1448,1953,0.5,0.0,40,0.08
10,topogps_no_cue,0,46.05999999330379,25.0,32.0,1953,1633,1448,1953,0.5,0.0,40,0.08
11,nn,0,0.14029999147169292,0.0,0.0,1614,798,793,798,0.5,0.0,40,0.08
11,graph_ppr,1,5.397000000812113,0.0,0.0,1614,798,793,793,0.5,0.0,40,0.08
11,topogps_cuepath,1,1.9579000072553754,3.0,0.0,1614,798,793,793,0.5,0.0,40,0.08
11,topogps_no_cue,0,53.381700010504574,27.0,37.0,1614,798,793,798,0.5,0.0,40,0.08
12,nn,0,0.16799999866634607,0.0,0.0,721,1417,1448,721,0.5,0.0,40,0.08
12,graph_ppr,1,3.216000011889264,0.0,0.0,721,1417,1448,1448,0.5,0.0,40,0.08
12,topogps_cuepath,0,2.0978999964427203,1.0,0.0,721,1417,1448,721,0.5,0.0,40,0.08
12,topogps_no_cue,0,41.3338000071235,1.0,29.0,721,1417,1448,721,0.5,0.0,40,0.08
13,nn,0,0.1660000125411898,0.0,0.0,1263,1783,1448,1783,0.5,0.0,40,0.08
13,graph_ppr,1,5.082100018626079,0.0,0.0,1263,1783,1448,1448,0.5,0.0,40,0.08
13,topogps_cuepath,1,1.9449999963399023,3.0,0.0,1263,1783,1448,1448,0.5,0.0,40,0.08
13,topogps_no_cue,0,43.607200001133606,25.0,30.0,1263,1783,1448,1783,0.5,0.0,40,0.08
14,nn,0,0.14640000881627202,0.0,0.0,47,238,1448,47,0.5,0.0,40,0.08
14,graph_ppr,1,2.670899993972853,0.0,0.0,47,238,1448,1448,0.5,0.0,40,0.08
14,topogps_cuepath,0,1.8508999783080071,1.0,0.0,47,238,1448,47,0.5,0.0,40,0.08
14,topogps_no_cue,0,39.213100011693314,1.0,27.0,47,238,1448,1737,0.5,0.0,40,0.08
