qid,method,success,rt_ms,coarse_visited,fine_steps,cue_a,cue_b,target_idx,pred_idx,dropout,rewire,steps,lr
10,graph_ppr,1,5.177099985303357,0.0,0.0,1953,1633,1448,1448,0.0,0.0,40,0.08
10,topogps_cuepath,1,1.9244999857619405,3.0,0.0,1953,1633,1448,1448,0.0,0.0,40,0.08
10,topogps_no_cue,0,46.91699999966659,54.0,32.0,1953,1633,1448,1953,0.0,0.0,40,0.08
11,nn,0,0.12649997370317578,0.0,0.0,1614,798,793,798,0.0,0.0,40,0.08
11,graph_ppr,1,4.195000015897676,0.0,0.0,1614,798,793,793,0.0,0.0,40,0.08
11,topogps_cuepath,1,1.9094000163022429,3.0,0.0,1614,798,793,793,0.0,0.0,40,0.08
11,topogps_no_cue,0,54.10350000602193,46.0,37.0,1614,798,793,798,0.0,0.0,40,0.08
12,nn,0,0.16729999333620071,0.0,0.0,721,1417,1448,721,0.0,0.0,40,0.08
12,graph_ppr,1,5.254299991065636,0.0,0.0,721,1417,1448,1448,0.0,0.0,40,0.08
12,topogps_cuepath,1,2.009499992709607,3.0,0.0,721,1417,1448,1448,0.0,0.0,40,0.08
12,topogps_no_cue,0,43.022300000302494,54.0,29.0,721,1417,1448,721,0.0,0.0,40,0.08
13,nn,0,0.16230001347139478,0.0,0.0,1263,1783,1448,1783,0.0,0.0,40,0.08
13,graph_ppr,1,5.027200008044019,0.0,0.0,1263,1783,1448,1448,0.0,0.0,40,0.08
13,topogps_cuepath,1,1.9258999964222312,3.0,0.0,1263,1783,1448,1448,0.0,0.0,40,0.08
13,topogps_no_cue,0,44.22139999223873,54.0,30.0,1263,1783,1448,1783,0.0,0.0,40,0.08
14,nn,0,0.17309997929260135,0.0,0.0,47,238,1448,47,0.0,0.0,40,0.08
14,graph_ppr,1,4.446800012374297,0.0,0.0,47,238,1448,1448,0.0,0.0,40,0.08
14,topogps_cuepath,1,2.248899982078001,3.0,0.0,47,238,1448,1448,0.0,0.0,40,0.08
14,topogps_no_cue,0,38.368199981050566,54.0,27.0,47,238,1448,1737,0.0,0.0,40,0.08
