qid,method,success,rt_ms,coarse_visited,fine_steps,cue_a,cue_b,target_idx,pred_idx,dropout,rewire,steps,lr
7,graph_ppr,1,2.7036000101361424,0.0,0.0,213,992,454,454,0.3,0.0,40,0.08
7,topogps,0,58.218899997882545,1.0,40.0,213,992,454,213,0.3,0.0,40,0.08
7,topogps_no_cue,0,56.46390002220869,1.0,40.0,213,992,454,213,0.3,0.0,40,0.08
8,nn,0,0.13279999257065356,0.0,0.0,1783,18,1448,18,0.3,0.0,40,0.08
8,graph_ppr,1,4.290100012440234,0.0,0.0,1783,18,1448,1448,0.3,0.0,40,0.08
8,topogps,1,57.839799992507324,3.0,40.0,1783,18,1448,1448,0.3,0.0,40,0.08
8,topogps_no_cue,0,48.03830001037568,42.0,34.0,1783,18,1448,1783,0.3,0.0,40,0.08
9,nn,0,0.1449999981559813,0.0,0.0,238,1609,1448,238,0.3,0.0,40,0.08
9,graph_ppr,1,4.2424999992363155,0.0,0.0,238,1609,1448,1448,0.3,0.0,40,0.08
9,topogps,1,58.011599991004914,3.0,40.0,238,1609,1448,1448,0.3,0.0,40,0.08
9,topogps_no_cue,0,54.05589999281801,42.0,38.0,238,1609,1448,238,0.3,0.0,40,0.08
10,nn,0,0.1134999911300838,0.0,0.0,1953,1633,1448,1633,0.3,0.0,40,0.08
10,graph_ppr,1,4.381400009151548,0.0,0.0,1953,1633,1448,1448,0.3,0.0,40,0.08
10,topogps,1,58.2585999800358,3.0,40.0,1953,1633,1448,1448,0.3,0.0,40,0.08
10,topogps_no_cue,0,45.196899998700246,42.0,32.0,1953,1633,1448,1953,0.3,0.0,40,0.08
11,nn,0,0.14319998444989324,0.0,0.0,1614,798,793,798,0.3,0.0,40,0.08
11,graph_ppr,1,4.346200003055856,0.0,0.0,1614,798,793,793,0.3,0.0,40,0.08
11,topogps,1,57.572999998228624,3.0,40.0,1614,798,793,793,0.3,0.0,40,0.08
11,topogps_no_cue,0,52.428599999984726,38.0,37.0,1614,798,793,798,0.3,0.0,40,0.08
12,nn,0,0.09129999671131372,0.0,0.0,721,1417,1448,721,0.3,0.0,40,0.08
12,graph_ppr,1,3.8053000171203166,0.0,0.0,721,1417,1448,1448,0.3,0.0,40,0.08
12,topogps,0,26.200299995252863,1.0,17.0,721,1417,1448,1359,0.3,0.0,40,0.08
12,topogps_no_cue,0,41.4671000035014,42.0,29.0,721,1417,1448,721,0.3,0.0,40,0.08
13,nn,0,0.14380001812241971,0.0,0.0,1263,1783,1448,1783,0.3,0.0,40,0.08
13,graph_ppr,1,4.240800015395507,0.0,0.0,1263,1783,1448,1448,0.3,0.0,40,0.08
13,topogps,1,58.45840001711622,3.0,40.0,1263,1783,1448,1448,0.3,0.0,40,0.08
13,topogps_no_cue,0,42.752400011522695,42.0,30.0,1263,1783,1448,1783,0.3,0.0,40,0.08
14,nn,0,0.1579000090714544,0.0,0.0,47,238,1448,47,0.3,0.0,40,0.08
14,graph_ppr,1,4.388899978948757,0.0,0.0,47,238,1448,1448,0.3,0.0,40,0.08
14,topogps,1,58.4044000133872,3.0,40.0,47,238,1448,1448,0.3,0.0,40,0.08
14,topogps_no_cue,0,38.49489998538047,42.0,27.0,47,238,1448,1737,0.3,0.0,40,0.08
