qid,method,success,rt_ms,coarse_visited,fine_steps,cue_a,cue_b,target_idx,pred_idx,dropout,rewire,steps,lr
8,topogps_no_cue,0,49.10750000271946,54.0,34.0,1783,18,1448,1783,0.0,0.0,40,0.08
9,nn,0,0.13550001312978566,0.0,0.0,238,1609,1448,238,0.0,0.0,40,0.08
9,graph_ppr,1,4.1846999956760556,0.0,0.0,238,1609,1448,1448,0.0,0.0,40,0.08
9,topogps,1,59.24080000841059,3.0,40.0,238,1609,1448,1448,0.0,0.0,40,0.08
9,topogps_no_cue,0,54.93309997837059,54.0,38.0,238,1609,1448,238,0.0,0.0,40,0.08
10,nn,0,0.10289999772794545,0.0,0.0,1953,1633,1448,1633,0.0,0.0,40,0.08
10,graph_ppr,1,4.197300004307181,0.0,0.0,1953,1633,1448,1448,0.0,0.0,40,0.08
10,topogps,1,59.61999998544343,3.0,40.0,1953,1633,1448,1448,0.0,0.0,40,0.08
10,topogps_no_cue,0,46.472899994114414,54.0,32.0,1953,1633,1448,1953,0.0,0.0,40,0.08
11,nn,0,0.13830000534653664,0.0,0.0,1614,798,793,798,0.0,0.0,40,0.08
11,graph_ppr,1,4.179899988230318,0.0,0.0,1614,798,793,793,0.0,0.0,40,0.08
11,topogps,1,59.19629998970777,3.0,40.0,1614,798,793,793,0.0,0.0,40,0.08
11,topogps_no_cue,0,53.36560000432655,46.0,37.0,1614,798,793,798,0.0,0.0,40,0.08
12,nn,0,0.17300000763498247,0.0,0.0,721,1417,1448,721,0.0,0.0,40,0.08
12,graph_ppr,1,4.6027000062167645,0.0,0.0,721,1417,1448,1448,0.0,0.0,40,0.08
12,topogps,1,59.44809998618439,3.0,40.0,721,1417,1448,1448,0.0,0.0,40,0.08
12,topogps_no_cue,0,42.964099993696436,54.0,29.0,721,1417,1448,721,0.0,0.0,40,0.08
13,nn,0,0.14509999891743064,0.0,0.0,1263,1783,1448,1783,0.0,0.0,40,0.08
13,graph_ppr,1,4.209299979265779,0.0,0.0,1263,1783,1448,1448,0.0,0.0,40,0.08
13,topogps,1,59.698900004150346,3.0,40.0,1263,1783,1448,1448,0.0,0.0,40,0.08
13,topogps_no_cue,0,42.99300001002848,54.0,30.0,1263,1783,1448,1783,0.0,0.0,40,0.08
14,nn,0,0.15360000543296337,0.0,0.0,47,238,1448,47,0.0,0.0,40,0.08
14,graph_ppr,1,4.20779999694787,0.0,0.0,47,238,1448,1448,0.0,0.0,40,0.08
14,topogps,1,58.02279998897575,3.0,40.0,47,238,1448,1448,0.0,0.0,40,0.08
14,topogps_no_cue,0,39.015699992887676,54.0,27.0,47,238,1448,1737,0.0,0.0,40,0.08
